id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
586;2025-05-21 23.28.47;25,6;92,3;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
588;2025-05-21 23.29.02;25,6;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
589;2025-05-21 23.29.09;25,6;92,3;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
592;2025-05-21 23.29.32;25,6;92,6;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
594;2025-05-21 23.29.46;25,6;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
595;2025-05-21 23.29.53;25,6;92,1;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
596;2025-05-21 23.30.00;25,6;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
600;2025-05-21 23.30.29;25,6;92,3;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
604;2025-05-21 23.30.59;25,6;92,3;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
610;2025-05-21 23.31.43;25,6;92,5;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
612;2025-05-21 23.31.58;25,6;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
613;2025-05-21 23.32.05;25,7;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
617;2025-05-21 23.32.35;25,6;92,1;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
618;2025-05-21 23.32.43;25,6;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
621;2025-05-21 23.33.04;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
622;2025-05-21 23.33.11;25,6;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
624;2025-05-21 23.33.27;25,6;92,1;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
626;2025-05-21 23.33.42;25,6;92,1;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
628;2025-05-21 23.33.57;25,6;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
642;2025-05-21 23.35.40;25,5;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
649;2025-05-21 23.36.31;25,6;92,0;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
650;2025-05-21 23.36.39;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
657;2025-05-21 23.37.31;25,5;92,2;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
661;2025-05-21 23.38.01;25,6;92,3;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
671;2025-05-21 23.39.16;25,5;92,1;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
677;2025-05-21 23.39.59;25,6;92,4;3,7;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
693;2025-05-21 23.41.59;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
699;2025-05-21 23.42.43;25,6;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
702;2025-05-21 23.43.04;25,6;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
707;2025-05-21 23.43.41;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
709;2025-05-21 23.43.55;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
723;2025-05-21 23.45.36;25,6;92,3;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
724;2025-05-21 23.45.43;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
726;2025-05-21 23.46.05;25,6;92,5;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
740;2025-05-21 23.47.47;25,5;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
741;2025-05-21 23.47.54;25,6;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
744;2025-05-21 23.48.16;25,5;92,5;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
745;2025-05-21 23.48.23;25,5;92,3;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
747;2025-05-21 23.48.39;25,5;92,4;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
748;2025-05-21 23.48.46;25,5;92,2;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
752;2025-05-21 23.49.16;25,6;92,6;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
753;2025-05-21 23.49.23;25,5;92,3;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
759;2025-05-21 23.50.09;25,5;92,1;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
760;2025-05-21 23.50.16;25,5;92,3;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
763;2025-05-21 23.50.38;25,5;92,3;3,6;470,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
764;2025-05-21 23.50.46;25,5;92,1;3,6;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
766;2025-05-21 23.51.01;25,5;92,5;3,6;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
769;2025-05-21 23.51.23;25,6;92,1;3,6;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
784;2025-05-21 23.53.16;25,6;92,3;3,5;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
791;2025-05-21 23.54.07;25,6;92,6;3,5;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,6;0,8;261,2;7,4;-4,2;147,6;0;1
794;2025-05-21 23.54.30;25,5;92,3;3,5;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,5;0,8;261,2;7,4;-4,2;147,6;0;1
796;2025-05-21 23.54.45;25,5;92,3;3,4;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,6;0,8;261,2;7,5;-4,2;147,5;0;1
798;2025-05-21 23.55.00;25,5;92,5;3,4;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,6;0,8;261,2;7,5;-4,2;147,5;0;1
801;2025-05-21 23.55.22;25,5;92,3;3,4;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,6;0,8;261,2;7,5;-4,2;147,5;0;1
803;2025-05-21 23.55.37;25,5;92,2;3,4;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,6;0,8;261,2;7,5;-4,2;147,5;0;1
810;2025-05-21 23.56.27;25,5;92,2;3,4;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,1;2,6;0,8;261,2;7,5;-4,2;147,5;0;1
816;2025-05-21 23.57.10;25,5;92,5;3,7;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,8;261,2;7,3;-4,2;147,7;0;1
826;2025-05-21 23.58.24;25,6;92,2;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
847;2025-05-22 00.01.00;25,5;92,1;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
848;2025-05-22 00.01.08;25,5;92,2;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
851;2025-05-22 00.01.31;25,5;92,3;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
853;2025-05-22 00.01.47;25,5;92,3;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
860;2025-05-22 00.02.39;25,5;92,1;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
862;2025-05-22 00.02.54;25,5;92,2;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
865;2025-05-22 00.03.17;25,5;92,3;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
869;2025-05-22 00.03.47;25,4;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
875;2025-05-22 00.04.33;25,5;92,4;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
877;2025-05-22 00.04.48;25,5;92,6;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
878;2025-05-22 00.04.56;25,5;92,5;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
880;2025-05-22 00.05.11;25,4;92,1;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
883;2025-05-22 00.05.34;25,4;92,2;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
884;2025-05-22 00.05.41;25,4;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
889;2025-05-22 00.06.18;25,4;92,2;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
890;2025-05-22 00.06.25;25,4;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
893;2025-05-22 00.06.48;25,5;92,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
899;2025-05-22 00.07.33;25,5;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
900;2025-05-22 00.07.41;25,5;92,6;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
901;2025-05-22 00.07.48;25,4;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
907;2025-05-22 00.08.33;25,5;92,3;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
913;2025-05-22 00.09.18;25,5;92,1;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
915;2025-05-22 00.09.33;25,5;92,5;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
916;2025-05-22 00.09.41;25,5;92,5;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
921;2025-05-22 00.10.17;25,5;92,3;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
925;2025-05-22 00.10.45;25,5;92,5;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
927;2025-05-22 00.11.01;25,5;92,2;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
928;2025-05-22 00.11.08;25,5;92,2;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
930;2025-05-22 00.11.23;25,5;92,4;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
932;2025-05-22 00.11.39;25,4;92,2;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,4;0,7;261,2;7,1;-4,2;147,9;0;1
933;2025-05-22 00.11.46;25,5;92,6;4,1;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
935;2025-05-22 00.12.01;25,5;92,4;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
939;2025-05-22 00.12.31;25,5;92,1;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
940;2025-05-22 00.12.38;25,5;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
955;2025-05-22 00.14.31;25,5;92,5;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
960;2025-05-22 00.15.08;25,5;92,4;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;3,9;2,5;0,7;261,2;7,1;-4,2;147,9;0;1
964;2025-05-22 00.15.38;25,5;92,3;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
968;2025-05-22 00.16.08;25,4;92,4;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
973;2025-05-22 00.16.45;25,4;92,2;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
974;2025-05-22 00.16.53;25,4;92,4;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
975;2025-05-22 00.17.00;25,4;92,2;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
977;2025-05-22 00.17.15;25,4;92,2;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
983;2025-05-22 00.18.00;25,4;92,2;3,9;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;4,0;2,5;0,7;261,2;7,2;-4,2;147,8;0;1
990;2025-05-22 00.18.53;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
992;2025-05-22 00.19.08;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
998;2025-05-22 00.19.53;14,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
999;2025-05-22 00.20.00;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
1000;2025-05-22 00.20.07;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
1008;2025-05-22 00.21.07;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
1012;2025-05-22 00.21.38;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
1016;2025-05-22 00.22.07;15,0;15,0;4,0;500,0;230,0;140,0;119,0;2;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;-4,2;154,1;0;1
1;2025-05-21 22.16.29;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
5;2025-05-21 22.16.59;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
14;2025-05-21 22.18.07;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
15;2025-05-21 22.18.14;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
17;2025-05-21 22.18.28;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
20;2025-05-21 22.18.50;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
41;2025-05-21 22.21.22;15,0;15,0;4,0;500,0;230,0;140,0;119,0;3;122,9;74,8;63,6;0,6;0,4;-0,1;261,2;0,9;33,8;154,1;1;1
55;2025-05-21 22.23.07;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
65;2025-05-21 22.24.21;14,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
68;2025-05-21 22.24.43;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
72;2025-05-21 22.25.13;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
73;2025-05-21 22.25.21;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
77;2025-05-21 22.25.51;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
83;2025-05-21 22.26.37;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
97;2025-05-21 22.28.21;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
102;2025-05-21 22.28.59;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
105;2025-05-21 22.29.21;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
107;2025-05-21 22.29.36;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
109;2025-05-21 22.29.51;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
124;2025-05-21 22.31.43;15,0;15,0;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;0,6;0,4;-0,1;246,8;0,9;48,2;154,1;1;1
131;2025-05-21 22.32.36;26,6;92,4;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;3,9;2,5;0,7;246,8;7,1;48,2;147,9;1;1
136;2025-05-21 22.33.14;26,5;92,1;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;3,9;2,5;0,7;246,8;7,1;48,2;147,9;1;1
137;2025-05-21 22.33.21;26,5;92,3;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;3,9;2,5;0,7;246,8;7,1;48,2;147,9;1;1
142;2025-05-21 22.33.59;26,6;92,3;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;3,9;2,5;0,7;246,8;7,1;48,2;147,9;1;1
143;2025-05-21 22.34.07;26,6;92,8;4,0;500,0;222,0;130,0;110,0;3;118,6;69,4;58,8;4,0;2,5;0,7;246,8;7,2;48,2;147,8;1;1
153;2025-05-21 22.35.23;26,5;92,3;4,1;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
157;2025-05-21 22.35.53;26,5;92,8;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;4,0;2,5;0,7;272,4;7,2;22,6;147,8;1;1
163;2025-05-21 22.36.38;26,5;92,3;4,1;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
168;2025-05-21 22.37.16;26,5;92,1;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
182;2025-05-21 22.38.59;26,4;92,3;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
188;2025-05-21 22.39.45;26,4;92,6;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;4,0;2,5;0,7;272,4;7,2;22,6;147,8;1;1
189;2025-05-21 22.39.52;26,4;92,6;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;4,0;2,5;0,7;272,4;7,2;22,6;147,8;1;1
192;2025-05-21 22.40.15;26,4;92,4;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
193;2025-05-21 22.40.22;26,4;92,3;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
194;2025-05-21 22.40.30;26,4;92,3;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
197;2025-05-21 22.40.53;26,4;92,0;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
202;2025-05-21 22.41.30;26,4;92,4;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
207;2025-05-21 22.42.07;26,3;92,6;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;4,0;2,5;0,7;272,4;7,2;22,6;147,8;1;1
209;2025-05-21 22.42.21;26,3;92,1;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
210;2025-05-21 22.42.29;26,4;92,4;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
212;2025-05-21 22.42.44;26,3;92,1;4,0;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;3,9;2,5;0,7;272,4;7,1;22,6;147,9;1;1
217;2025-05-21 22.43.21;26,3;92,3;3,9;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;4,0;2,5;0,7;272,4;7,2;22,6;147,8;1;1
218;2025-05-21 22.43.29;26,3;92,6;3,9;500,0;245,0;145,0;120,0;3;130,9;77,5;64,1;4,0;2,5;0,7;272,4;7,2;22,6;147,8;1;1
221;2025-05-21 22.43.51;26,3;92,3;3,9;500,0;265,0;150,0;150,0;3;141,6;80,1;80,1;4,0;2,5;0,7;301,8;7,2;-6,8;147,8;0;1
222;2025-05-21 22.43.59;26,3;91,8;3,9;500,0;265,0;150,0;150,0;3;141,6;80,1;80,1;3,9;2,5;0,7;301,8;7,2;-6,8;147,8;0;1
